search_id,row_index,DOI,Year & Author,Mxene formula,Composition,Synthesis method,Layer No,Interlayer spacing (d),Flake Size,Porosity,Pore Diameter,Tortuosity,Electrode Thickness,Mass Loading,Electrolyte,SSA,Scan Rate,Current Density,Gravimetric Capacitance,Volumetric Capacitance,Areal Capacitance
4,32,10.1039/C8TA05807E,"2018, VahidMohammadi et al.",Ti3C2Tx/PANI,"Ti3C2Tx + PANI (~3.2 wt%); -OH, -F, =O terminations",MILD + oxidant-free in situ PANI polymerization,Delaminated (single-layer),13.53 Å (c-LP = 27.05 Å; +0.75 Å vs pristine),,,,,4 µm,1.34 mg cm-2,3 M H2SO4,,2 mV s-1,,503 F g-1,1682 F cm-3,
4,33,10.1039/C8TA05807E,"2018, VahidMohammadi et al.",Ti3C2Tx/PANI,"Ti3C2Tx + PANI (~3.2 wt%); -OH, -F, =O terminations",MILD + oxidant-free in situ PANI polymerization,Delaminated (single-layer),13.53 Å (c-LP = 27.05 Å; +0.75 Å vs pristine),,,,,13 µm,3.3 mg cm-2,3 M H2SO4,,2 mV s-1,,458 F g-1,1163 F cm-3,
4,34,10.1039/C8TA05807E,"2018, VahidMohammadi et al.",Ti3C2Tx/PANI,"Ti3C2Tx + PANI (~3.2 wt%); -OH, -F, =O terminations",MILD + oxidant-free in situ PANI polymerization,Delaminated (single-layer),13.53 Å (c-LP = 27.05 Å; +0.75 Å vs pristine),,,,,20 µm,5.03 mg cm-2,3 M H2SO4,,10 mV s-1,,~325 F g-1,1129 F cm-3,2.26 F cm-2
4,35,10.1039/C8TA05807E,"2018, VahidMohammadi et al.",Ti3C2Tx/PANI,"Ti3C2Tx + PANI (~3.2 wt%); -OH, -F, =O terminations",MILD + oxidant-free in situ PANI polymerization,Delaminated (single-layer),13.53 Å (c-LP = 27.05 Å; +0.75 Å vs pristine),,,,,45 µm,13.84 mg cm-2,3 M H2SO4,,2 mV s-1,,371 F g-1,1141 F cm-3,
4,36,10.1039/C8TA05807E,"2018, VahidMohammadi et al.",Ti3C2Tx/PANI,"Ti3C2Tx + PANI (~3.2 wt%); -OH, -F, =O terminations",MILD + oxidant-free in situ PANI polymerization,Delaminated (single-layer),13.53 Å (c-LP = 27.05 Å; +0.75 Å vs pristine),,,,,90 µm,23.82 mg cm-2,3 M H2SO4,,2 mV s-1,,336 F g-1,~889 F cm-3,~8 F cm-2
4,37,10.1016/j.electacta.2017.03.073,2017; Lorencova et al.,Ti3C2Tx,"Ti3C2 with =O, -OH, -F surface terminations",HF etching (50 wt%) of Ti3AlC2 + DMSO intercalation + sonication (1 min),Multi-layer / delaminated; monolayer thickness 1.1 +/- 0.1 nm,"14.5 Ang (XRD, 2theta=6.09 deg, exfoliated); 9.28 Ang (2theta=9.52 deg, non-exfoliated)",123 +/- 7 nm (AFM),,,,7.8 +/- 0.8 nm (AFM film height),,0.1 M phosphate buffer pH 7.0 (aqueous),,100 mV/s (CV),596 mA cm-2 mM-1 (H2O2 sensitivity at -500 mV),,,
4,38,10.1016/j.electacta.2017.03.073,2017; Lorencova et al.,oTi3C2Tx (oxidized),"Ti3C2 with increased =O/-OH, reduced -F; TiO2 domains on surface (F: 18.8% -> 3.8 at.%; Ti: 9.2% -> 4.4 at.% by XPS)","Electrochemical oxidation of Ti3C2Tx via LSV (0 to +500 mV, 100 mV/s) in 0.1 M PB pH 7.0",Multi-layer / delaminated (reduced thickness); monolayer thickness 0.9 +/- 0.1 nm,,,,,,2.2 +/- 0.9 nm (AFM; decreased vs. pristine due to TiO2 dissolution),,0.1 M phosphate buffer pH 7.0 (aqueous),,100 mV/s (CV),330 mA cm-2 at -590 mV (ORR in 0.1 M H2SO4; inferior to pristine 500 mA cm-2),,,
4,39,10.1016/j.flatc.2018.01.001,2018; Wang et al.,Ti3C2Tx,,"HF etching of Ti3AlC2 (48% HF, 50°C, 24 h) followed by 1 M NaOH intercalation/exfoliation (24 h)",Multilayer (total thickness 2-5 µm by SEM),1.11 nm (HRTEM); c-lattice 23.15 Å (XRD 002 peak at 7.2°),,,,,,,1 M NaCl (aqueous),,2 mV s-1,,~100 F g-1 (approx. from Fig. 5c at 2 mV s-1),~300 F cm-3 (approx. from Fig. 5d at 2 mV s-1),
4,40,10.1016/j.flatc.2018.01.001,2018; Wang et al.,Ti3C2Tx (TiO2@Ti3C2Tx after plasma),Ti3C2 core (>200 nm depth) with TiO2 and amorphous carbon surface layer (~200 nm); -F terminals fully removed; -OH/=O increased,"HF etching → 1 M NaOH intercalation → Ar plasma (400 W, 650°C, 15 min, 10-4 mbar, 400 sccm Ar)",Few-layer (further delaminated vs NaOH sample; c-lattice 25.30 Å),1.23 nm (HRTEM); c-lattice 25.30 Å (XRD 002 peak),,,,,,,1 M NaCl (aqueous),,2 mV s-1,,~200 F g-1 (approx. from Fig. 5c at 2 mV s-1),~550 F cm-3 (approx. from Fig. 5d at 2 mV s-1),
4,41,10.1088/0957-4484/27/17/172001,"2016, Yoon et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",HF etching of Ti₃AlC₂ MAX phase,Multilayer (~10 layers average),20 Å,,,,,,,1 M KOH; 1 M NaOH,>30 m² g⁻¹,,,,>350 F cm⁻³,
4,43,10.1088/0957-4484/27/17/172001,"2016, Yoon et al.",Ti₃C₂Tₓ / PVA composite,Ti₃C₂Tₓ with polyvinyl alcohol (PVA); zeta potential −39.5 mV,MXene/PVA nanocomposite via cationic polymer interaction,,,,,,,,,KOH,,2 mV s⁻¹,,,~500 F cm⁻³,
4,46,10.1016/j.electacta.2017.01.025,"2017, Lu et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O terminations",HF chemical etching of Ti3AlC2,Multilayer (layered structure),9.5508 nm (XRD (002) peak),,,,,,,1 M KOH,8.2 m2/g (cited from Zhu et al. [28]),10 mV/s,1 A/g,66.4 F/g at 10 mV/s,,
4,47,10.1016/j.electacta.2017.01.025,"2017, Lu et al.",Ti3C2Tx,"Ti3C2Tx with TiO2 nanoparticles (anatase, 40-70 nm)","In situ hydrothermal oxidation at 180°C, 24 h, pH 0.5",Layered (retains Ti3C2Tx structure),9.6651 nm (XRD (002) shifted to lower angle after oxidation),,,,,,,1 M KOH,"15.5 m2/g (BET, N2 adsorption-desorption)",10 mV/s,1 A/g,99.7 F/g at 10 mV/s,,
4,48,10.1016/j.electacta.2017.01.025,"2017, Lu et al.",Ti3C2Tx,"Ti3C2Tx with TiO2 nanoparticles and PANI nanoflakes; XPS confirms Ti-C, TiO2, quinoid imine (-N=), benzenoid amine (-NH-) groups","Hydrothermal oxidation (180°C, 24 h) + in situ oxidative polymerization of aniline with APS at 0-2°C, 6 h",Hierarchical layered (thicker than pristine Ti3C2Tx due to PANI loading),,PANI nanoflakes: tens of nm; TiO2 nanoparticles: 40-70 nm (SEM/TEM),,"4, 7, 17, 32 nm (four BJH peaks; mesoporous)",,,,1 M KOH,"36.3 m2/g (BET, N2 adsorption-desorption)",10 mV/s,0.5 A/g,188.3 F/g at 10 mV/s (CV); 108.9 F/g at 0.5 A/g (GCD),,435.4 mF/cm2 at 0.5 A/g
4,49,,"2019; Habib, I.",Ti₂CTₓ,"Ti₂C with –F, =O, –OH surface terminations; O-dominant over F","LiF/HCl etching of Ti₂AlC MAX phase; 40–45°C, 96 h",Multilayer,6.86 ± 0.5 and 6.43 ± 0.2 Å (two (002) peaks at 2θ = 7.5° and 8°),,,,,,3.28 ± 0.005 mg (total electrode on 12 mm carbon paper; not area-normalised),1 M H₂SO₄ (aqueous),18 ± 0.2 m² g⁻¹ (BET measured),5–200 mV s⁻¹,0.25–5 A g⁻¹,103.98 ± 0.16 F g⁻¹ at 0.25 A g⁻¹ (2-electrode symmetric T-type Swagelok),,
4,50,,"2019; Habib, I.",Ti₂CTₓ/OLC (5 wt%),"Ti₂C with –F, =O, –OH terminations; 5 wt% OLC (partially graphitised sp² carbon, synthesised at 1300°C)","LiF/HCl etching of Ti₂AlC + OLC mixed 95:5 (MX:OLC) in NMP, sonicated 4 h, vacuum dried",Multilayer; OLC intercalated between layers (confirmed by Raman and XPS),,,,,,,3.04 ± 0.005 mg (total electrode on 12 mm carbon paper; not area-normalised),1 M H₂SO₄ (aqueous),37 m² g⁻¹ (estimated upper bound from OLC weight fraction; not measured),5–200 mV s⁻¹,0.25–5 A g⁻¹,147.71 ± 0.24 F g⁻¹ at 0.25 A g⁻¹ (2-electrode symmetric T-type Swagelok),,
4,51,,"2019; Habib, I.",Ti₂CTₓ/OLC (10 wt%),"Ti₂C with –F, =O, –OH terminations; 10 wt% OLC (partially graphitised sp² carbon, synthesised at 1300°C)","LiF/HCl etching of Ti₂AlC + OLC mixed 90:10 (MX:OLC) in NMP, sonicated 4 h, vacuum dried",Multilayer; OLC intercalation confirmed by Raman,,,,,,,3.28 ± 0.005 mg (total electrode on 12 mm carbon paper; not area-normalised),1 M H₂SO₄ (aqueous),55 m² g⁻¹ (estimated upper bound from OLC weight fraction; not measured),5–200 mV s⁻¹,0.25–5 A g⁻¹,91.53 ± 0.14 F g⁻¹ at 0.25 A g⁻¹ (2-electrode symmetric T-type Swagelok),,
4,57,10.1016/j.jallcom.2018.11.172,"2019, Wang et al.",Ti3C2Tx/PDA-2,Ti3C2Tx + 2 wt% polydopamine,In situ oxidation polymerization of DA on Ti3C2Tx,Delaminated + PDA intercalated,28.9 Å,200 nm – 2 µm,,,,,2.35 mg cm⁻²,1 M H2SO4,,2 mV s⁻¹,8 mA cm⁻²,220 F g⁻¹,,517 mF cm⁻²
4,58,10.1016/j.jallcom.2018.11.172,"2019, Wang et al.",Ti3C2Tx/PDA-5,Ti3C2Tx + 5 wt% polydopamine,In situ oxidation polymerization of DA on Ti3C2Tx,Delaminated + PDA intercalated,31.1 Å,200 nm – 2 µm,,,,,2.58 mg cm⁻²,1 M H2SO4,,2 mV s⁻¹,8 mA cm⁻²,238 F g⁻¹,,614 mF cm⁻²
4,59,10.1016/j.jallcom.2018.11.172,"2019, Wang et al.",Ti3C2Tx/PDA-10,Ti3C2Tx + 10 wt% polydopamine,In situ oxidation polymerization of DA on Ti3C2Tx,Delaminated + PDA intercalated,35.5 Å,200 nm – 2 µm,,,,12.6 µm,2.75 mg cm⁻²,1 M H2SO4,,2 mV s⁻¹,8 mA cm⁻²,260 F g⁻¹,,715 mF cm⁻²
4,60,10.1016/j.nanoen.2017.06.009,2017; Wen et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F terminations; 15.5 at.% F, 27.1 at.% O","HF etching of Ti₃AlC₂ (50 w/w%, 3 h, RT)",Multilayer,0.96 nm,,,,,,3–4 mg cm⁻²,1 M H₂SO₄ / 1 M MgSO₄,,1 mV s⁻¹,,34 F g⁻¹ (H₂SO₄); 52 F g⁻¹ (MgSO₄),,
4,61,10.1016/j.nanoen.2017.06.009,2017; Wen et al.,N-Ti₃C₂Tₓ,"Ti₃C₂ with N at C sites; –OH, –F terminations; 1.7 at.% N, 13.5 at.% F","NH₃ annealing of HF-etched Ti₃C₂Tₓ at 200°C, 2 h, 100 ml/min",Multilayer,1.23 nm,,,,,,3–4 mg cm⁻²,1 M H₂SO₄ / 1 M MgSO₄,,1 mV s⁻¹,,192 F g⁻¹ (H₂SO₄); 82 F g⁻¹ (MgSO₄),,
4,62,10.1016/j.nanoen.2017.06.009,2017; Wen et al.,N-Ti₃C₂Tₓ,"Ti₃C₂ with N at C sites; 3.4 at.% N, 8.7 at.% F, 2.4 at.% Al (residual)","NH₃ annealing of HF-etched Ti₃C₂Tₓ at 300°C, 2 h, 100 ml/min",Multilayer,1.21 nm,,,,,,3–4 mg cm⁻²,1 M H₂SO₄ / 1 M MgSO₄,,1 mV s⁻¹,,45 F g⁻¹ (H₂SO₄); 64 F g⁻¹ (MgSO₄),,
4,63,10.1016/j.nanoen.2017.06.009,2017; Wen et al.,N-Ti₃C₂Tₓ,"Ti₃C₂ with N at C sites; 8.1 at.% N, 6.3 at.% F, 5.1 at.% Al (residual)","NH₃ annealing of HF-etched Ti₃C₂Tₓ at 500°C, 2 h, 100 ml/min",Multilayer (densely packed),0.96 nm,,,,,,3–4 mg cm⁻²,1 M H₂SO₄ / 1 M MgSO₄,,1 mV s⁻¹,,20 F g⁻¹ (H₂SO₄); 10 F g⁻¹ (MgSO₄),,
4,64,10.1016/j.nanoen.2017.06.009,2017; Wen et al.,N-Ti₃C₂Tₓ,"Ti₃C₂ with heavy N substitution; 20.7 at.% N, 0 at.% F; partial TiN phase transformation","NH₃ annealing of HF-etched Ti₃C₂Tₓ at 700°C, 2 h, 100 ml/min",Multilayer (amorphous/densely packed),,,,,,,3–4 mg cm⁻²,1 M H₂SO₄ / 1 M MgSO₄,,1 mV s⁻¹,,10 F g⁻¹ (H₂SO₄); 13 F g⁻¹ (MgSO₄),,
4,65,10.1016/j.jallcom.2017.09.256,"2017, Wu et al.",Ti3C2Tx,"Ti3C2 with -O, -OH, -F surface terminations","MILD etching (LiF/HCl, 35°C, 48 h), vacuum filtration to free-standing paper","Multilayer, delaminated nanosheets",29.4 Å (c-lattice); (002) peak at 2θ=6.0°,,,,,~6 µm,,1 M KOH (aqueous),,2 mV s⁻¹,10 A g⁻¹,84.4 F g⁻¹ (at 2 mV s⁻¹),295.4 F cm⁻³ (at 2 mV s⁻¹),
4,66,10.1039/c7ta05721k,"2017, Xu et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations; combined with rGO (GO:MXene = 3:1 w/w)","HF etching of Ti₃AlC₂ (50% HF, 60°C, 24h); vacuum-assisted filtration of GO/Ti₃C₂Tₓ dispersion; thermal reduction at 300°C under vacuum",Multilayer (partially delaminated to few-layer after ultrasonication),0.985 nm (HRTEM c-axis; (002) XRD peak at 2θ=8.8°),,,"~3 µm (BJH method, N₂ desorption isotherm)",,8 µm (micrometer caliper; ~10 µm by optical microscope),~2 mg cm⁻²,"6 M KOH (aqueous, 3-electrode); PVA/KOH gel (solid-state SC)",269.3 m² g⁻¹ (BET),20 mV s⁻¹,1 A g⁻¹,405 F g⁻¹ at 1 A g⁻¹ in 6 M KOH,370 F cm⁻³ at 0.92 A cm⁻³; 206 F cm⁻³ at 9.2 A cm⁻³,
4,67,10.1039/c7ta05721k,"2017, Xu et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations; combined with rGO (GO:MXene = 1:1 w/w)","HF etching of Ti₃AlC₂ (50% HF, 60°C, 24h); vacuum-assisted filtration; thermal reduction at 300°C under vacuum",Multilayer,0.985 nm (same MXene phase; (002) peak preserved after reduction),,,,,~8 µm (same filtration process),~2 mg cm⁻²,6 M KOH (aqueous),,20 mV s⁻¹,,,,
4,68,10.1039/c7ta05721k,"2017, Xu et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations; combined with rGO (GO:MXene = 2:1 w/w)","HF etching of Ti₃AlC₂ (50% HF, 60°C, 24h); vacuum-assisted filtration; thermal reduction at 300°C under vacuum",Multilayer,0.985 nm,,,,,~8 µm,~2 mg cm⁻²,6 M KOH (aqueous),,20 mV s⁻¹,,,,
4,69,10.1039/c7ta05721k,"2017, Xu et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations; combined with rGO (GO:MXene = 4:1 w/w); excess rGO causes aggregation","HF etching of Ti₃AlC₂ (50% HF, 60°C, 24h); vacuum-assisted filtration; thermal reduction at 300°C under vacuum",Multilayer,0.985 nm,,,,,~8 µm,~2 mg cm⁻²,6 M KOH (aqueous),,20 mV s⁻¹,,,,
4,70,10.1039/c7ta05721k,"2017, Xu et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations; no rGO binder; cast on Ni foam with acetylene black + PVDF","HF etching of Ti₃AlC₂ (50% HF, 60°C, 24h); powder coated on Ni foam with PVDF binder",Multilayer (accordion-like structure from SEM),0.985 nm (HRTEM c-axis),,,,,,~2 mg cm⁻²,6 M KOH (aqueous),,20 mV s⁻¹,1 A g⁻¹,45 F g⁻¹ at 1 A g⁻¹,,
4,71,10.1039/c7ta05721k,"2017, Xu et al.",Ti₃C₂Tₓ,rGO + Ti₃C₂Tₓ physically mixed at 3:1 w/w; with PVDF binder; cast on Ni foam,Physical mixing of rGO and Ti₃C₂Tₓ powders; coated on Ni foam with acetylene black + PVDF binder,,,,,,,,~2 mg cm⁻²,6 M KOH (aqueous),,20 mV s⁻¹,1 A g⁻¹,,,
4,72,10.1016/j.cej.2017.02.144,"2017, Xu et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O terminations",HF etching + DMSO intercalation + ultrasonic delamination; modified EPD (MEPD) on nickel foam,Few-layer (<5),,,,~4 nm,,,0.53 mg cm-2 (1.2 mg total),1 M KOH,30.93 m2 g-1,5 mV s-1,0.5 A g-1,140 F g-1,,74 mF cm-2
4,73,10.1016/j.cej.2017.02.144,"2017, Xu et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O terminations",HF etching + DMSO intercalation + ultrasonic delamination; modified EPD (MEPD) on nickel foam,Few-layer (<5),,,,~4 nm,,,1.47 mg cm-2 (3.3 mg total),1 M KOH,30.93 m2 g-1,5 mV s-1,0.5 A g-1,127 F g-1,,186 mF cm-2
4,74,10.1016/j.cej.2017.02.144,"2017, Xu et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O terminations",HF etching + DMSO intercalation + ultrasonic delamination; modified EPD (MEPD) on nickel foam,Few-layer (<5),,,,~4 nm,,,1.78 mg cm-2 (4.1 mg total),1 M KOH,30.93 m2 g-1,5 mV s-1,0.5 A g-1,120 F g-1,,214 mF cm-2
4,75,10.1016/j.cej.2017.02.144,"2017, Xu et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O terminations",HF etching + DMSO intercalation + ultrasonic delamination; modified EPD (MEPD) on nickel foam,Few-layer (<5),,,,~4 nm,,,2.13 mg cm-2 (4.8 mg total),1 M KOH,30.93 m2 g-1,5 mV s-1,0.5 A g-1,115 F g-1,,246 mF cm-2
5,0,https://www.sciencedirect.com/science/article/pii/S2352152X22012063,2022 Cho et al.,Ti₃C₂,"Ti₃C₂ with –OH, –F, =O; transforms to TiO₂/Ti₃C₂ hybrid after cycling","Ultra-sonication in 30 wt% HF, 5 h (best: SOM)",Few-layer,,,,,,,~5 mg cm⁻²,3 M KOH,,10 mV s⁻¹,0.4 (2 mA) / 2.0 (10 mA) A g⁻¹,141.45 (initial) → ~240 (post-cycling)  F g⁻¹,,
5,1,https://doi.org/10.1016/j.ensm.2021.04.037,2021 Kurra et al.,Ti₃C₂Tₓ (primary); Ti₂CTₓ (secondary),"Ti₃C₂ with –O, –OH, –F, –Cl surface terminations",Mixed-acid etching (HCl/HF) + LiCl-assisted delamination,Delaminated (single-layer flakes),12.16 Å,~220nm,,,,4µm,0.8mg cm⁻²,1 M H₂SO₄ (primary); 1 M Li₂SO₄; 1 M Na₂SO₄,,5mV s⁻¹,,350F g⁻¹,,0.55F cm⁻²
5,3,10.1002/adfm.202100015,2021 Rafieerad et al.,Ta₄C₃Tₓ,"Ta₄C₃ with –OH, =O surface terminations","MethodTwo-step HCl/KOH alkaline-assisted etching, room temperature (22 °C)",Multilayered,0.261nm,~5 (nanoparticle clusters)nm,,32.25nm,,,160mg per electrode,PVA/H₃PO₄ solid gel,41.79m² g⁻¹,1mV s⁻¹,1A g⁻¹,~97 (approx. half of TTO)F g⁻¹,~220 (approx. half of TTO)F cm⁻³,
5,4,10.1002/adfm.202100015,2021 Rafieerad et al.,Ta₄C₃Tₓ + Ta₂O₅/TaO₂,"Ta₄C₃ with –OH, =O terminations + Ta₂O₅ and TaO₂ crystals",Two-step HCl/KOH etching + thermal treatment at 220 °C for 2 h in air,"Multilayered, well-delaminated",0.261 / 0.368nm,~5nm,,24.42nm,,,160mg per electrode,PVA/H₃PO₄ solid gel,51.02m² g⁻¹,1mV s⁻¹,1A g⁻¹,194F g⁻¹,447F cm⁻³,
5,5,10.1002/advs.202000621,2020 Liang et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –F, –OH, =O terminations + Ag nanoparticles","LiF/HCl etching + oxidation-reduction with AgCl colloid at 25°C, 150 rpm, 3 h",Delaminated; partial stacking retained,,20–30 nm (Ag nanoparticles on surface),,,,~5µm,,1 M NaCl (electrochemical); 10 mM NaCl (desalination),,0.5mV s⁻¹,20–100mA g⁻¹,76 mAh g⁻¹ at 100 mA g⁻¹,,
5,6,10.1002/advs.202000621,2020 Liang et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –F, –OH, =O terminations + Ag nanoparticles; trace AgCl","LiF/HCl etching + oxidation-reduction with AgCl colloid at 25°C, 150 rpm, 6 h",Delaminated; more disordered stacking than Ag-3,,~50–100nm,,,,~5µm,,1 M NaCl (electrochemical); 10 mM NaCl (desalination),,0.5mV s⁻¹,30–100mA g⁻¹,~20–30 mAh g⁻¹¹ at 100 mA g⁻¹,,
5,7,10.1002/advs.202000621,2020 Liang et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –F, –OH, =O terminations + Ag nanoparticles; no AgCl","iF/HCl (MILD) etching + oxidation-reduction with AgCl colloid at 25°C, 150 rpm, 9 h",Delaminated; disordered stacking,,~100–200nm,,,,~5µm,,1 M NaCl (electrochemical); 10 mM NaCl (desalination),,0.5mV s⁻¹,30–100mA g⁻¹,~25–35mAh g⁻¹¹ at 100 mA g⁻¹,,
5,8,10.1002/advs.202000621,2020 Liang et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –F, –OH, =O terminations + large Ag particles; no AgCl","LiF/HCl (MILD) etching + oxidation-reduction with AgCl colloid at 25°C, 150 rpm, 12 h",Delaminated; most disordered stacking,,~300–500nm,,,,~5µm,,1 M NaCl (electrochemical); 10 mM NaCl (desalination),,0.5mV s⁻¹,30–100mA g⁻¹,~45mAh g⁻¹¹ at 100 mA g⁻¹,,
5,9,https://doi.org/10.1016/j.electacta.2020.136061,"2019 Maughan, Tapia-Ruiz, Bimbo",Ti₃C₂Tₓ,"Ti₃C₂ with =O, –F, –Cl terminations",NaF/HCl etching of Ti₃AlC₂ at 40 °C for 48 h,Multilayer,1.1nm,,,0.15 (interlayer pore height)nm,,,~2.8mg cm⁻²,0.1 M ZnSO₄ in DI water,,0.1mV s⁻¹,20mA g⁻¹,108 (initial discharge); 54 (after 20 cycles)mAh g⁻¹,,
5,10,https://doi.org/10.1016/j.electacta.2020.136061,"2019 Maughan, Tapia-Ruiz, Bimbo",Ti₃C₂Tₓ,"Ti₃C₂ with =O, –F, –Cl terminations + intercalated CTA⁺",NaF/HCl etching then ex-situ CTAB intercalation,Multilayer,1.5nm,,,0.55 (interlayer pore height)nm,,,~2.8mg cm⁻²,0.1 M ZnSO₄ in DI water,,0.1mV s⁻¹,20mA g⁻¹,105 (initial discharge); 42 (after 20 cycles)mAh g⁻¹,,
5,11,https://doi.org/10.1016/j.electacta.2020.136061,"2019 Maughan, Tapia-Ruiz, Bimbo",Ti₃C₂Tₓ,"Ti₃C₂ with =O, –F, –Cl terminations + in-situ CTA⁺ pillars",NaF/HCl etching; CTAB (0.1 wt%) dissolved directly in electrolyte,Multilayer,1.5nm,,,0.55 (interlayer pore height)nm,,,~2.8mg cm⁻²,0.1 M ZnSO₄ + 0.1 wt% CTAB in DI water,,0.1mV s⁻¹,20mA g⁻¹,189 (1st discharge); 92 (2nd cycle); 73 (optimised 0.2–1.2 V window)mAh g⁻¹,,
5,12,10.1016/j.est.2020.101446,2020 Chandran et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O surface terminations","HF etching of Ti₃AlC₂ MAX phase, DMSO delamination","Delaminated, multilayer",,,,,,,~1.5mg (active material weight),1 M H₂SO₄,15.50m² g⁻¹,"20, 50, 100mV s⁻¹",0.4A g⁻¹,194F g⁻¹,,
5,13,10.1016/j.est.2020.101446,2020 Chandran et al.,Ti₃C₂Tₓ (host) + MoS₂ (confined),"Ti₃C₂ with MoS₂ intercalated between layers; –OH, –F, =O terminations retained",Incipient wetness impregnation of MoS₂ precursor into MXene; calcined at 300°C under N₂,"Delaminated, multilayer with MoS₂ confined between layers",Increased,,,,,,~1.5mg,1 M H₂SO₄,67.30m² g⁻¹,"20, 50, 100mV s⁻¹",0.4A g⁻¹,342F g⁻¹,,
5,14,10.1002/adma.202205723,"2022 Chen, Wang & Li",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations; NH₃/NH₄⁺ intercalants","NH₄HF₂ etching in [C₄mim]Cl ionic liquid (viscous media), 70 °C, 3 days",Few-layer stacks (tens of nm thick); worm-like morphology,~12.5 Å (expanded; up to 16–18 Å in buckled/stressed regions),,28.2 ± 4.1 %,5–50 nm (nanosized pores); majority below 20 nm by mercury intrusion,,~150 µm (at 42 mg cm⁻²); range 45–148 µm studied,0.64–42 mg cm⁻² (best performance at 42 mg cm⁻²),1 M H₂SO₄,15.8 m² g⁻¹ (mercury intrusion),2 mV s⁻¹ (best gravimetric); 10 mV s⁻¹ (comparison),,"304 F g⁻¹ (coin cell, 2 mV s⁻¹); ~280 F g⁻¹ (thick electrode, 2 mV s⁻¹); 272 F g⁻¹ (conclusion summary)",770 F cm⁻³,"11.4 F cm⁻² (at 42 mg cm⁻², 2 mV s⁻¹); 3.65 F cm⁻² (coin cell, 12 mg cm⁻²)"
5,15,10.1002/adma.202205723,"2022 Chen, Wang & Li",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations","10 wt% aqueous HF etching, 25 °C, 24 h",Accordion-like; rigid stacks,,,,,,,~2.5 mg cm⁻² (comparison test),1 M H₂SO₄,,10 mV s⁻¹,,~21 F g⁻¹ (at 10 mV s⁻¹),,
5,16,10.1002/adma.202205723,"2022 Chen, Wang & Li",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations; NH₃/NH₄⁺ intercalants","NH₄HF₂ etching in H₂O, 25 °C, 24 h",Accordion-like; rigid stacks,~12.5 Å,,,7 nm and 32 nm peaks (from mercury intrusion Fig. 4b),,,28 mg cm⁻² (comparison test),1 M H₂SO₄,2.1 m² g⁻¹ (mercury intrusion),10 mV s⁻¹,,,,
5,17,10.1002/adma.202205723,"2022 Chen, Wang & Li",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O; intercalants removed by annealing",Same as Cl-MXene; subsequently annealed at 400 °C in Ar,Same as Cl-MXene (morphology retained after anneal),,,,,,,~2.5 mg cm⁻² (comparison test),1 M H₂SO₄,,10 mV s⁻¹,,,,
5,18,10.1002/eem2.12110,2020 Buczek et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –F, –Cl, =O, –OH terminations",MILD (LiF/HCl etching) of Ti₃AlC₂ MAX phase; manual shaking delamination,Delaminated (single/few-layer),12.84Å,>1µm,,,,7µm,3.5–5.5mg cm⁻²,1 M NaCl,,5mV s⁻¹,,~80F g⁻¹,,
5,19,10.1002/eem2.12110,2020 Buczek et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –F, –Cl, =O, –OH terminations","MILD (LiF/HCl) + probe sonication (20 min, 50% amplitude, ice bath)",Delaminated (single/few-layer),12.84Å,100 nm,,,,,3.5–5.5mg cm⁻²,1 M NaCl,,5mV s⁻¹,,~120F g⁻¹,,
